dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_val_unseen_dropped,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,mrr,log_loss,feature_cols
rel-salt,sales-group,fdhg,catboost_multiclass,44,10000,1935,65,17,385,0.08062015503875969,0.08062015503875969,0.0031465568536128818,0.017752089195176683,0.12596395826628615,5.389743737190819,f_salesdocument_count|f_salesdocument_SALESOFFICE_mean|f_salesdocument_SALESOFFICE_std|f_salesdocument_SALESOFFICE_max|f_salesdocument_days_since_last|f_salesdocument_SALESOFFICE_mean__is_missing|f_salesdocument_SALESOFFICE_std__is_missing|f_salesdocument_SALESOFFICE_max__is_missing|f_salesdocument_days_since_last__is_missing|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__majconf|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__majconf__is_missing|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__entropy|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__entropy__is_missing|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__conflict_count|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__conflict_count__is_missing|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__support_count|f_amb__DISTRIBUTIONCHANNEL_to_ORGANIZATIONDIVISION__support_count__is_missing
