dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-arxiv,author-category,dfs,tabpfn_classifier_multiclass,44,10000,2000,12,52,0.22,0.22,0.049977671157171874,0.16398636461887456,dfs::author::past_paper_count|dfs::author::past_paper_count_30d|dfs::author::past_paper_count_90d|dfs::author::past_paper_count_365d|dfs::author::days_since_last_paper|dfs::author::past_unique_primary_categories|dfs::author::past_unique_collaborators|dfs::author::mean_authors_per_paper|dfs::author::max_authors_per_paper|dfs::author::past_incoming_citation_count|dfs::author::past_unique_citing_papers|dfs::author::past_incoming_citation_count_365d,0.3645642098109889,2.872341585920763
