dataset,task,variant,seed,n_train_used,n_val_used,n_features,rmse,mae,r2,train_parquet,val_parquet
rel-ratebeer,user-count,dfs,43,10000,2000,9,43.271123478593196,13.601754936240614,0.30005965177199245,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-count/dfs/target_with_dfs_agg_train.parquet,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-count/dfs/target_with_dfs_agg_val.parquet
