dataset,task,variant,seed,model,split,n_train,n_val,n_features,feature_budget,dmax,uses_afd,uses_ambiguity,uses_dmax2,uses_supervised_ranker,is_fdhg_fallback,accuracy,roc_auc,average_precision,log_loss,runtime_sec,feature_path,result_path,status,failure_reason
rel-stack,user-badge,drop_entropy,41,tabpfn,val,,,22,,,True,True,False,False,False,0.9665,0.8787529054752067,0.26939296176638483,0.10556817564702177,,,results/phase2_relbench/rel-stack_user-badge_drop_entropy_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,drop_entropy,42,tabpfn,val,,,22,,,True,True,False,False,False,0.9695,0.8941958786910349,0.27639224511931265,0.09927711195438148,,,results/phase2_relbench/rel-stack_user-badge_drop_entropy_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,drop_entropy,43,tabpfn,val,,,22,,,True,True,False,False,False,0.9715,0.8616428140203842,0.3781518391338541,0.09809868291728434,,,results/phase2_relbench/rel-stack_user-badge_drop_entropy_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,drop_entropy,44,tabpfn,val,,,22,,,True,True,False,False,False,0.973,0.8835395189003437,0.3263418836362513,0.09912888340353757,,,results/phase2_relbench/rel-stack_user-badge_drop_entropy_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,drop_majconf,41,tabpfn,val,,,22,,,True,True,False,False,False,0.9665,0.8777117768595041,0.2814163808575874,0.10557528201206531,,,results/phase2_relbench/rel-stack_user-badge_drop_majconf_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,drop_majconf,42,tabpfn,val,,,22,,,True,True,False,False,False,0.9695,0.8951030327241254,0.2735400856822623,0.09935239272459426,,,results/phase2_relbench/rel-stack_user-badge_drop_majconf_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,drop_majconf,43,tabpfn,val,,,22,,,True,True,False,False,False,0.9715,0.8612965659291878,0.3747171317024715,0.09812850735496625,,,results/phase2_relbench/rel-stack_user-badge_drop_majconf_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,drop_majconf,44,tabpfn,val,,,22,,,True,True,False,False,False,0.973,0.882774914089347,0.3313505616172261,0.099223357440249,,,results/phase2_relbench/rel-stack_user-badge_drop_majconf_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,drop_support_count,41,tabpfn,val,,,22,,,True,True,False,False,False,0.9665,0.8792210098140496,0.2785850017103754,0.10546940473979921,,,results/phase2_relbench/rel-stack_user-badge_drop_support_count_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,drop_support_count,42,tabpfn,val,,,22,,,True,True,False,False,False,0.9695,0.8955940610539632,0.27691158525421006,0.09894013626506135,,,results/phase2_relbench/rel-stack_user-badge_drop_support_count_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,drop_support_count,43,tabpfn,val,,,22,,,True,True,False,False,False,0.971,0.8619002805497354,0.37228542174442425,0.09781769741864679,,,results/phase2_relbench/rel-stack_user-badge_drop_support_count_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,drop_support_count,44,tabpfn,val,,,22,,,True,True,False,False,False,0.9725,0.8844243986254295,0.32894602459547856,0.09915713893868933,,,results/phase2_relbench/rel-stack_user-badge_drop_support_count_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1,41,,val,10000,247398,23,,2,True,True,True,False,False,0.9714225660676319,0.8824660156229364,0.3096025347174123,0.09623096430824003,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1,41,tabpfn,val,,,16,,1,True,True,False,False,False,0.9675,0.8428944989669422,0.2885356014574716,0.10820204830166648,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1,41,tabpfn,val,,,24,,1,True,True,False,False,False,0.9665,0.8799312370867769,0.2825739350039388,0.10563154704884517,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1,41,tabpfn,val,,,11,,1,False,True,False,False,False,0.9685,0.8070280216942148,0.21909499435485108,0.12125830693912186,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1,42,,val,10000,247398,23,,2,True,True,True,False,False,0.9719439930799764,0.879981368896094,0.309430241081467,0.09619154846555078,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1,42,tabpfn,val,,,24,,1,True,True,False,False,False,0.9675,0.8765884053804985,0.2230175471032329,0.1077167182009348,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,fdhg_dmax1,42,tabpfn,val,,,16,,1,True,True,False,False,False,0.9695,0.8720746363061354,0.2690247058919698,0.1037513158441272,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed42_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1,42,tabpfn,val,,,24,,1,True,True,False,False,False,0.969,0.8913828689370485,0.27741391928956416,0.09932870611846806,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1,42,tabpfn,val,,,11,,1,False,True,False,False,False,0.968,0.8038133759446053,0.17041890960395492,0.12001923651210697,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed42_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1,43,,val,10000,247398,23,,2,True,True,True,False,False,0.9719076144512082,0.8818893365734755,0.30873772400270827,0.09628085248403388,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1,43,tabpfn,val,,,24,,1,True,True,False,False,False,0.969,0.8920591645514087,0.3482221338731848,0.1013041229718657,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,fdhg_dmax1,43,tabpfn,val,,,16,,1,True,True,False,False,False,0.971,0.8407702688305693,0.3531790707941981,0.09963262891484627,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed43_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1,43,tabpfn,val,,,24,,1,True,True,False,False,False,0.971,0.8600358677509855,0.36311313501999287,0.09822369416020223,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1,43,tabpfn,val,,,11,,1,False,True,False,False,False,0.971,0.807006640860826,0.2537282451631175,0.10773968221413946,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed43_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1,44,,val,10000,247398,23,,2,True,True,True,False,False,0.9719439930799764,0.8808392484971991,0.31246929411597374,0.09598572834641145,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_alone_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1,44,tabpfn,val,,,24,,1,True,True,False,False,False,0.9705,0.8879197479029535,0.2218783986865346,0.0970122789851782,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,fdhg_dmax1,44,tabpfn,val,,,16,,1,True,True,False,False,False,0.9725,0.8688487972508591,0.30147420841671624,0.10272175345698821,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed44_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1,44,tabpfn,val,,,24,,1,True,True,False,False,False,0.9725,0.8815721649484537,0.32390151922532684,0.0996241631610282,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1,44,tabpfn,val,,,11,,1,False,True,False,False,False,0.97,0.8248195876288659,0.20002029178546066,0.11357278365715273,,,results/phase2_relbench/rel-stack_user-badge_fdhg_full_seed44_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,41,tabpfn,val,,,16,,1,True,False,False,False,False,0.9675,0.8428944989669422,0.2885356014574716,0.10820204830166648,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,41,tabpfn,val,,,16,,1,True,False,False,False,False,0.9675,0.8428944989669422,0.2885356014574716,0.10820204830166648,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,41,tabpfn,val,,,11,,1,False,False,False,False,False,0.9685,0.8070280216942148,0.21909499435485108,0.12125830693912186,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,42,tabpfn,val,,,16,,1,True,False,False,False,False,0.9695,0.8720746363061354,0.2690247058919698,0.1037513158441272,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed42_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,42,tabpfn,val,,,16,,1,True,False,False,False,False,0.9695,0.8720746363061354,0.2690247058919698,0.1037513158441272,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,42,tabpfn,val,,,11,,1,False,False,False,False,False,0.968,0.8038133759446053,0.17041890960395492,0.12001923651210697,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed42_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,43,tabpfn,val,,,16,,1,True,False,False,False,False,0.971,0.8407702688305693,0.3531790707941981,0.09963262891484627,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed43_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,43,tabpfn,val,,,16,,1,True,False,False,False,False,0.971,0.8407702688305693,0.3531790707941981,0.09963262891484627,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,43,tabpfn,val,,,11,,1,False,False,False,False,False,0.971,0.807006640860826,0.2537282451631175,0.10773968221413946,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed43_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,44,tabpfn,val,,,16,,1,True,False,False,False,False,0.9725,0.8688487972508591,0.30147420841671624,0.10272175345698821,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed44_dfs/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,44,tabpfn,val,,,16,,1,True,False,False,False,False,0.9725,0.8688487972508591,0.30147420841671624,0.10272175345698821,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_no_ambiguity,44,tabpfn,val,,,11,,1,False,False,False,False,False,0.97,0.8248195876288659,0.20002029178546066,0.11357278365715273,,,results/phase2_relbench/rel-stack_user-badge_fdhg_wo_ambiguity_seed44_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_random16,41,,val,10000,247398,39,16,2,True,True,True,False,False,0.9719399510101132,0.8849623084440755,0.31816351479213545,0.0953146456761045,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_random16_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_random16,42,,val,10000,247398,38,16,2,True,True,True,False,False,0.9720450448265547,0.8829501976435188,0.31703358554398575,0.09546577272918227,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_random16_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_random16,43,,val,10000,247398,38,16,2,True,True,True,False,False,0.9721339703635438,0.8853817284253722,0.3192357759125995,0.09517607140018725,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_random16_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_random16,44,,val,10000,247398,38,16,2,True,True,True,False,False,0.9719803717087446,0.8837079271088124,0.3176901558254376,0.09522994281507709,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_random16_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_ap_topk16,41,,val,10000,247398,39,16,2,True,True,True,True,False,0.9719035723813451,0.8862799104154018,0.3217796674140278,0.09493904906843817,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_ap_topk16_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_ap_topk16,42,,val,10000,247398,39,16,2,True,True,True,True,False,0.972202685551217,0.8831902024541116,0.32046727670031694,0.09529021508189826,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_ap_topk16_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_ap_topk16,43,,val,10000,247398,39,16,2,True,True,True,True,False,0.9721541807128594,0.8856844872296017,0.32058878816829794,0.09506356356690897,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_ap_topk16_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_ap_topk16,44,,val,10000,247398,39,16,2,True,True,True,True,False,0.9721784331320382,0.8839553066381916,0.32027643446561693,0.09510728871436676,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_ap_topk16_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_auc_topk16,41,,val,10000,247398,39,16,2,True,True,True,True,False,0.9718752778923031,0.8864076107093313,0.3214889683438086,0.09496622920382583,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_auc_topk16_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_auc_topk16,42,,val,10000,247398,39,16,2,True,True,True,True,False,0.9721824752019014,0.8834665240823428,0.32059771430237655,0.09528747977156594,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_auc_topk16_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_auc_topk16,43,,val,10000,247398,39,16,2,True,True,True,True,False,0.9721016338046387,0.8856073568841464,0.3205219915219939,0.09509308610158138,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_auc_topk16_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_supervised_auc_topk16,44,,val,10000,247398,39,16,2,True,True,True,True,False,0.972202685551217,0.8839243556379892,0.31993544087869225,0.09510676826463813,,,results/extension_c_ranker/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_supervised_auc_topk16_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_topk16,41,,val,10000,247398,39,16,2,True,True,True,False,False,0.9719076144512082,0.8858324810496381,0.32065782777429847,0.09509135362486838,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_topk16_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_topk16,42,,val,10000,247398,39,16,2,True,True,True,False,False,0.9722067276210802,0.8831606282772543,0.31941346882679134,0.09530462060005729,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_topk16_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_topk16,43,,val,10000,247398,39,16,2,True,True,True,False,False,0.9721178020840913,0.8855606418698977,0.31882759121206566,0.0952335630367977,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_topk16_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_plus_dmax2_topk16,44,,val,10000,247398,39,16,2,True,True,True,False,False,0.9721178020840913,0.8839798492915761,0.3192026331140384,0.09513746941083985,,,results/extension_b_dmax2/runs/rel-stack_user-badge_regen_dmax1_fdhg_full_plus_dmax2_topk16_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_random_same_budget,41,tabpfn,val,,,24,,1,True,True,False,False,False,0.967,0.8339198088842975,0.28403646634861257,0.10889578348260329,,,results/phase2_relbench/rel-stack_user-badge_random_same_budget_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_random_same_budget,42,tabpfn,val,,,24,,1,True,True,False,False,False,0.9695,0.8661323612636905,0.25750225810058536,0.10376741794914492,,,results/phase2_relbench/rel-stack_user-badge_random_same_budget_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_random_same_budget,43,tabpfn,val,,,24,,1,True,True,False,False,False,0.971,0.8434425938421108,0.3568403772113028,0.09935948473855534,,,results/phase2_relbench/rel-stack_user-badge_random_same_budget_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_random_same_budget,44,tabpfn,val,,,24,,1,True,True,False,False,False,0.971,0.8792439862542956,0.28239978605628296,0.10209254777201882,,,results/phase2_relbench/rel-stack_user-badge_random_same_budget_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,fdhg_dmax1_shuffle_ambiguity,41,tabpfn,val,,,24,,1,True,True,False,False,False,0.967,0.8413610537190083,0.2853130268664792,0.10831435800494014,,,results/phase2_relbench/rel-stack_user-badge_shuffle_ambiguity_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,fdhg_dmax1_shuffle_ambiguity,42,tabpfn,val,,,24,,1,True,True,False,False,False,0.9695,0.8718748959685743,0.25732237298274374,0.10388077606088239,,,results/phase2_relbench/rel-stack_user-badge_shuffle_ambiguity_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,fdhg_dmax1_shuffle_ambiguity,43,tabpfn,val,,,24,,1,True,True,False,False,False,0.9715,0.8490624667069143,0.3470760333386051,0.09952516635232851,,,results/phase2_relbench/rel-stack_user-badge_shuffle_ambiguity_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,fdhg_dmax1_shuffle_ambiguity,44,tabpfn,val,,,24,,1,True,True,False,False,False,0.972,0.8702749140893471,0.2889579251055882,0.10247669361886252,,,results/phase2_relbench/rel-stack_user-badge_shuffle_ambiguity_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,naive,41,tabpfn,val,,,11,,,False,False,False,False,False,0.9685,0.8070280216942148,0.21909499435485108,0.12125830693912186,,,results/phase2_relbench_new_datasets/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,naive,42,tabpfn,val,,,11,,,False,False,False,False,False,0.969,0.8108455431648898,0.1454772897426266,0.1191129143515235,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,naive,42,tabpfn,val,,,11,,,False,False,False,False,False,0.969,0.8108455431648898,0.14547728974262664,0.11911291435152353,,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,naive,43,tabpfn,val,,,11,,,False,False,False,False,False,0.967,0.8674281595688007,0.2882537959480696,0.1142907921262161,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,naive,43,tabpfn,val,,,11,,,False,False,False,False,False,0.967,0.8674281595688007,0.2882537959480696,0.11429079212621618,,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,naive,44,tabpfn,val,,,11,,,False,False,False,False,False,0.9715,0.8262679343753103,0.1865744658598182,0.1061956664549075,,,results/phase2_main_missing_relstack_seed42_44/phase2_main_runs.csv,ok,
rel-stack,user-badge,naive,44,tabpfn,val,,,11,,,False,False,False,False,False,0.9715,0.8262679343753103,0.18657446585981827,0.10619566645490758,,,results/phase2_main_missing_relstack_seed42_44/rel-stack_user-badge_naive/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,only_conflict_count,41,tabpfn,val,,,18,,,True,True,False,False,False,0.9675,0.8770741864669422,0.2837393730881974,0.1059862137421538,,,results/phase2_relbench/rel-stack_user-badge_only_conflict_count_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,only_conflict_count,42,tabpfn,val,,,18,,,True,True,False,False,False,0.9695,0.8959602516728253,0.2747139268145547,0.09912689544998855,,,results/phase2_relbench/rel-stack_user-badge_only_conflict_count_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,only_conflict_count,43,tabpfn,val,,,18,,,True,True,False,False,False,0.971,0.8630810753222771,0.35984238260506196,0.09767429754583826,,,results/phase2_relbench/rel-stack_user-badge_only_conflict_count_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,only_conflict_count,44,tabpfn,val,,,18,,,True,True,False,False,False,0.972,0.8781701030927834,0.32025382991840323,0.10020409744337794,,,results/phase2_relbench/rel-stack_user-badge_only_conflict_count_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,only_entropy,41,tabpfn,val,,,18,,,True,True,False,False,False,0.9675,0.8763720299586776,0.28532658327780125,0.10619284269258154,,,results/phase2_relbench/rel-stack_user-badge_only_entropy_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,only_entropy,42,tabpfn,val,,,18,,,True,True,False,False,False,0.9695,0.8950947102100603,0.27465890828872264,0.09910803582371362,,,results/phase2_relbench/rel-stack_user-badge_only_entropy_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,only_entropy,43,tabpfn,val,,,18,,,True,True,False,False,False,0.9715,0.8615096416776163,0.35445930709513784,0.09786818252782034,,,results/phase2_relbench/rel-stack_user-badge_only_entropy_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,only_entropy,44,tabpfn,val,,,18,,,True,True,False,False,False,0.9725,0.8778350515463919,0.32235189843567763,0.10022165879552446,,,results/phase2_relbench/rel-stack_user-badge_only_entropy_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,only_majconf,41,tabpfn,val,,,18,,,True,True,False,False,False,0.9675,0.879027311466942,0.2861020976012901,0.1060108624255632,,,results/phase2_relbench/rel-stack_user-badge_only_majconf_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,only_majconf,42,tabpfn,val,,,18,,,True,True,False,False,False,0.9695,0.8943373614301408,0.2726904484488524,0.09912020367148974,,,results/phase2_relbench/rel-stack_user-badge_only_majconf_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,only_majconf,43,tabpfn,val,,,18,,,True,True,False,False,False,0.971,0.8607638765581164,0.3560690330361455,0.09798715203105506,,,results/phase2_relbench/rel-stack_user-badge_only_majconf_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,only_majconf,44,tabpfn,val,,,18,,,True,True,False,False,False,0.972,0.877680412371134,0.31640955616064886,0.10020801298634718,,,results/phase2_relbench/rel-stack_user-badge_only_majconf_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,only_support_count,41,tabpfn,val,,,18,,,True,True,False,False,False,0.967,0.8783655087809917,0.2885692424123169,0.1059373655791098,,,results/phase2_relbench/rel-stack_user-badge_only_support_count_seed41_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed41.json,ok,
rel-stack,user-badge,only_support_count,42,tabpfn,val,,,18,,,True,True,False,False,False,0.9695,0.8923649255967242,0.2654108600921289,0.09960959946402471,,,results/phase2_relbench/rel-stack_user-badge_only_support_count_seed42_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed42.json,ok,
rel-stack,user-badge,only_support_count,43,tabpfn,val,,,18,,,True,True,False,False,False,0.9715,0.8601424056251998,0.34389432834983563,0.09810406658731192,,,results/phase2_relbench/rel-stack_user-badge_only_support_count_seed43_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed43.json,ok,
rel-stack,user-badge,only_support_count,44,tabpfn,val,,,18,,,True,True,False,False,False,0.973,0.8780326460481099,0.318037756510968,0.1001288115367417,,,results/phase2_relbench/rel-stack_user-badge_only_support_count_seed44_fdhg/dfs_agg_rel-stack_user-badge_tabpfn_seed44.json,ok,
rel-stack,user-badge,target_only,41,tabpfn,val,,,7,,,False,False,False,False,False,0.9745,0.6523405668065071,0.05047234716601889,0.18514989363493772,,,results/week1/target_only_rel-stack_user-badge_tabpfn_seed41.json,ok,
