dataset,task,variant,seed,n_train_used,n_val_used,n_features,rmse,mae,r2,train_parquet,val_parquet
rel-ratebeer,user-count,fdhg_dmax1,41,10000,2000,17,41.639127351248185,13.145522446498275,0.3518613424707233,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-count/fdhg/target_with_dfs_agg_train.parquet,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-count/fdhg/target_with_dfs_agg_val.parquet
