dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-salt,sales-office,dfs,tabpfn_classifier_multiclass,44,10000,2000,9,14,0.999,0.999,0.2,0.999,f_salesdocument_count|f_salesdocument_SALESOFFICE_mean|f_salesdocument_SALESOFFICE_std|f_salesdocument_SALESOFFICE_max|f_salesdocument_days_since_last|f_salesdocument_SALESOFFICE_mean__is_missing|f_salesdocument_SALESOFFICE_std__is_missing|f_salesdocument_SALESOFFICE_max__is_missing|f_salesdocument_days_since_last__is_missing,0.9993333333333333,0.0020549267248360517
