feature,roc_auc,roc_auc_oriented,average_precision,mutual_info,score,nunique,nonnull_rate
dmax2_postHistory_UserId_PostId_posts__count_distinct_PostId,0.7733213369646725,0.7733213369646725,0.25992922937987645,0.03316452718973806,0.25992922937987645,330,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_Body,0.7733219830803337,0.7733219830803337,0.25992446873563263,0.03316835574129651,0.25992446873563263,329,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_Title,0.7494230950811152,0.7494230950811152,0.2405115176841404,0.0294065589639938,0.2405115176841404,188,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_Tags,0.749451130882414,0.749451130882414,0.24032666719034632,0.029680908360889546,0.24032666719034632,187,1.0
dmax2_comments_UserId_PostId_posts__count_distinct_PostId,0.7306382665423201,0.7306382665423201,0.23871292917909112,0.027984761829918048,0.23871292917909112,337,1.0
dmax2_comments_UserId_PostId_posts__nunique_Body,0.7306382665423201,0.7306382665423201,0.23871292917909112,0.027984761829918048,0.23871292917909112,337,1.0
dmax2_comments_UserId_PostId_posts__nunique_Title,0.695441295905645,0.695441295905645,0.209871634733829,0.02402334221109248,0.209871634733829,251,1.0
dmax2_comments_UserId_PostId_posts__nunique_Tags,0.6954419188385998,0.6954419188385998,0.20976823862634317,0.02405466112546728,0.20976823862634317,246,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__count_distinct_AcceptedAnswerId,0.6871326638822328,0.6871326638822328,0.19756730865880173,0.0237418883748004,0.19756730865880173,62,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_Body,0.6871326638822328,0.6871326638822328,0.19756730865880173,0.0237418883748004,0.19756730865880173,62,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_Body,0.6328810676438097,0.6328810676438097,0.16686111690349362,0.015409790046483351,0.16686111690349362,256,1.0
dmax2_posts_OwnerUserId_ParentId_posts__count_distinct_ParentId,0.6328810196419707,0.6328810196419707,0.16685979354701455,0.015408198661575279,0.16685979354701455,256,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_Title,0.6328810196419707,0.6328810196419707,0.16685979354701455,0.015408198661575279,0.16685979354701455,256,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_Tags,0.6328555674851035,0.6328555674851035,0.16677237856626748,0.015495342001966561,0.16677237856626748,246,1.0
dmax2_comments_UserId_PostId_posts__nunique_ContentLicense,0.7177455947266925,0.7177455947266925,0.15187862730987026,0.024800256299483125,0.15187862730987026,4,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_ContentLicense,0.7405443277617927,0.7405443277617927,0.14273002518961503,0.030495571457211712,0.14273002518961503,4,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_ContentLicense,0.6821914410430233,0.6821914410430233,0.13841541789855477,0.02162536929871739,0.13841541789855477,4,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_ContentLicense,0.6302344998925687,0.6302344998925687,0.12062997234772539,0.014293214462606452,0.12062997234772539,4,1.0
dmax2_comments_UserId_PostId_posts__nunique_OwnerDisplayName,0.5518173768947839,0.5518173768947839,0.09755706303049597,0.007054742021839866,0.09755706303049597,49,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_OwnerDisplayName,0.5429719356703355,0.5429719356703355,0.09295252135092924,0.006196345244261492,0.09295252135092924,37,1.0
dmax2_votes_UserId_PostId_posts__nunique_Tags,0.5398225355651352,0.5398225355651352,0.08646717255798438,0.006205304775827036,0.08646717255798438,28,1.0
dmax2_votes_UserId_PostId_posts__count_distinct_PostId,0.5398225238374131,0.5398225238374131,0.08645323584704816,0.0061967592657814485,0.08645323584704816,28,1.0
dmax2_votes_UserId_PostId_posts__nunique_Title,0.5398225238374131,0.5398225238374131,0.08645323584704816,0.0061967592657814485,0.08645323584704816,28,1.0
dmax2_votes_UserId_PostId_posts__nunique_Body,0.5398225238374131,0.5398225238374131,0.08645323584704816,0.0061967592657814485,0.08645323584704816,28,1.0
dmax2_votes_UserId_PostId_posts__nunique_ContentLicense,0.5397533589150405,0.5397533589150405,0.07779551287699263,0.005622700624733579,0.07779551287699263,4,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_OwnerDisplayName,0.5366924976562283,0.5366924976562283,0.07728702671375377,0.004662045588016417,0.07728702671375377,43,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_OwnerDisplayName,0.517326031380875,0.517326031380875,0.061900942430570885,0.0021525793801095983,0.061900942430570885,6,1.0
dmax2_votes_UserId_PostId_posts__nunique_OwnerDisplayName,0.5009701182552575,0.5009701182552575,0.0489337870784234,0.0,0.0489337870784234,7,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_Title,,,,,-1.0,1,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_Tags,,,,,-1.0,1,1.0
