dataset,task,variant,seed,n_train_used,n_val_used,n_features,accuracy,roc_auc,average_precision,log_loss,train_parquet,val_parquet
rel-ratebeer,beer-churn,dfs,44,10000,2000,9,0.6385,0.7181028825588178,0.7051580215544044,0.6608590105360722,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_beer-churn/dfs/target_with_dfs_agg_train.parquet,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_beer-churn/dfs/target_with_dfs_agg_val.parquet
