dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-salt,item-incoterms,dfs,tabpfn_classifier_multiclass,43,10000,2000,9,12,0.6935,0.6935,0.14566789081520862,0.6122666399494501,f_salesdocumentitem_count|f_salesdocumentitem_SHIPPINGPOINT_mean|f_salesdocumentitem_SHIPPINGPOINT_std|f_salesdocumentitem_SHIPPINGPOINT_max|f_salesdocumentitem_days_since_last|f_salesdocumentitem_SHIPPINGPOINT_mean__is_missing|f_salesdocumentitem_SHIPPINGPOINT_std__is_missing|f_salesdocumentitem_SHIPPINGPOINT_max__is_missing|f_salesdocumentitem_days_since_last__is_missing,0.797652380952381,1.0860221097203608
