dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-arxiv,author-category,fdhg_dmax1,tabpfn_classifier_multiclass,43,10000,2000,15,52,0.49,0.49,0.30910696259712034,0.4999243590008483,dfs::author::past_paper_count|dfs::author::past_paper_count_30d|dfs::author::past_paper_count_90d|dfs::author::past_paper_count_365d|dfs::author::days_since_last_paper|dfs::author::past_unique_primary_categories|fdhg::author_category::majority_confidence|fdhg::author_category::entropy|fdhg::author_category::last_primary_category|dfs::author::past_unique_collaborators|dfs::author::mean_authors_per_paper|dfs::author::max_authors_per_paper|dfs::author::past_incoming_citation_count|dfs::author::past_unique_citing_papers|dfs::author::past_incoming_citation_count_365d,0.594918081043295,2.0019728165212967
