dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_val_unseen_dropped,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,mrr,log_loss,feature_cols
rel-salt,sales-group,dfs,catboost_multiclass,43,10000,1935,65,9,385,0.07751937984496124,0.07751937984496124,0.0019129858372315981,0.013354268923424367,0.12123264282934858,5.427294934508123,f_salesdocument_count|f_salesdocument_SALESOFFICE_mean|f_salesdocument_SALESOFFICE_std|f_salesdocument_SALESOFFICE_max|f_salesdocument_days_since_last|f_salesdocument_SALESOFFICE_mean__is_missing|f_salesdocument_SALESOFFICE_std__is_missing|f_salesdocument_SALESOFFICE_max__is_missing|f_salesdocument_days_since_last__is_missing
