feature,roc_auc,roc_auc_oriented,average_precision,score,nunique,nonnull_rate
dmax2_postHistory_UserId_PostId_posts__count_distinct_PostId,0.774045870720902,0.774045870720902,0.268962605137196,0.5480917414418041,354,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_Body,0.7740380843317034,0.7740380843317034,0.2689697324947527,0.5480761686634068,353,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_Title,0.7485417676819001,0.7485417676819001,0.24665951246178797,0.4970835353638001,212,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_Tags,0.7485008619330198,0.7485008619330198,0.24643827494941664,0.4970017238660396,206,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_ContentLicense,0.7416505454127125,0.7416505454127125,0.1487978956225993,0.48330109082542494,4,1.0
dmax2_comments_UserId_PostId_posts__nunique_Body,0.7329770871404112,0.7329770871404112,0.24933612794725923,0.4659541742808224,349,1.0
dmax2_comments_UserId_PostId_posts__count_distinct_PostId,0.7329770868676734,0.7329770868676734,0.24933461009310723,0.46595417373534675,348,1.0
dmax2_comments_UserId_PostId_posts__nunique_ContentLicense,0.7192477765466398,0.7192477765466398,0.15573667495467114,0.4384955530932797,4,1.0
dmax2_comments_UserId_PostId_posts__nunique_Title,0.6996564917496021,0.6996564917496021,0.22014500329388428,0.3993129834992042,254,1.0
dmax2_comments_UserId_PostId_posts__nunique_Tags,0.6996325333772332,0.6996325333772332,0.2198753973218058,0.3992650667544664,254,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__count_distinct_AcceptedAnswerId,0.6892125170140609,0.6892125170140609,0.20326920217930433,0.3784250340281219,60,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_Body,0.6892125170140609,0.6892125170140609,0.20326920217930433,0.3784250340281219,60,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_ContentLicense,0.6844701723391476,0.6844701723391476,0.14670012720761175,0.3689403446782953,4,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_Tags,0.6380734590141481,0.6380734590141481,0.17402118340868838,0.2761469180282963,268,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_Title,0.6380686211924519,0.6380686211924519,0.1740754883576677,0.2761372423849038,265,1.0
dmax2_posts_OwnerUserId_ParentId_posts__count_distinct_ParentId,0.6380684139117839,0.6380684139117839,0.17407278568469872,0.27613682782356785,265,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_Body,0.6380684139117839,0.6380684139117839,0.17407278568469872,0.27613682782356785,265,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_ContentLicense,0.6354947418622019,0.6354947418622019,0.12769000342154652,0.2709894837244038,4,1.0
dmax2_comments_UserId_PostId_posts__nunique_OwnerDisplayName,0.5570585831351758,0.5570585831351758,0.10606023466749843,0.11411716627035151,55,1.0
dmax2_posts_OwnerUserId_ParentId_posts__nunique_OwnerDisplayName,0.5453767217045934,0.5453767217045934,0.09869720584634158,0.09075344340918678,36,1.0
dmax2_votes_UserId_PostId_posts__nunique_Tags,0.5405591109644874,0.5405591109644874,0.08851630381396634,0.08111822192897478,31,1.0
dmax2_votes_UserId_PostId_posts__count_distinct_PostId,0.5405590089605796,0.5405590089605796,0.08849504474299995,0.08111801792115925,33,1.0
dmax2_votes_UserId_PostId_posts__nunique_Title,0.5405590089605796,0.5405590089605796,0.08849504474299995,0.08111801792115925,33,1.0
dmax2_votes_UserId_PostId_posts__nunique_Body,0.5405590089605796,0.5405590089605796,0.08849504474299995,0.08111801792115925,33,1.0
dmax2_votes_UserId_PostId_posts__nunique_ContentLicense,0.5404852025876701,0.5404852025876701,0.07890512399895738,0.08097040517534015,4,1.0
dmax2_postHistory_UserId_PostId_posts__nunique_OwnerDisplayName,0.5378024872698305,0.5378024872698305,0.08072732444898342,0.07560497453966097,47,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_OwnerDisplayName,0.5190735718730171,0.5190735718730171,0.06451734900884634,0.03814714374603412,6,1.0
dmax2_votes_UserId_PostId_posts__nunique_OwnerDisplayName,0.5013440771267366,0.5013440771267366,0.04951647286328861,0.0026881542534731295,8,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_Title,,,,-1.0,1,1.0
dmax2_posts_OwnerUserId_AcceptedAnswerId_posts__nunique_Tags,,,,-1.0,1,1.0
