dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-salt,item-shippoint,fdhg_dmax1,tabpfn_classifier_multiclass,42,10000,1994,17,58,0.8234704112337011,0.8234704112337011,0.5873786601774269,0.8032151958810272,f_salesdocumentitem_count|f_salesdocumentitem_PLANT_mean|f_salesdocumentitem_PLANT_std|f_salesdocumentitem_PLANT_max|f_salesdocumentitem_days_since_last|f_salesdocumentitem_PLANT_mean__is_missing|f_salesdocumentitem_PLANT_std__is_missing|f_salesdocumentitem_PLANT_max__is_missing|f_salesdocumentitem_days_since_last__is_missing|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__majconf|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__majconf__is_missing|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__entropy|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__entropy__is_missing|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__conflict_count|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__conflict_count__is_missing|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__support_count|f_amb__PRODUCT_to_SALESDOCUMENTITEMCATEGORY__support_count__is_missing,0.9064538854659215,0.3957174681974377
