dataset,task,variant,seed,n_train_used,n_val_used,n_features,accuracy,roc_auc,average_precision,log_loss,train_parquet,val_parquet
rel-ratebeer,user-churn,fdhg_dmax1,41,10000,2000,17,0.709,0.7807554827622304,0.8456525410854936,0.5753258565903474,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-churn/fdhg/target_with_dfs_agg_train.parquet,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-churn/fdhg/target_with_dfs_agg_val.parquet
