dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-arxiv,author-category,fdhg_dmax1,tabpfn_classifier_multiclass,42,10000,2000,15,52,0.488,0.488,0.30590666586079235,0.4970881908448101,dfs::author::past_paper_count|dfs::author::past_paper_count_30d|dfs::author::past_paper_count_90d|dfs::author::past_paper_count_365d|dfs::author::days_since_last_paper|dfs::author::past_unique_primary_categories|fdhg::author_category::majority_confidence|fdhg::author_category::entropy|fdhg::author_category::last_primary_category|dfs::author::past_unique_collaborators|dfs::author::mean_authors_per_paper|dfs::author::max_authors_per_paper|dfs::author::past_incoming_citation_count|dfs::author::past_unique_citing_papers|dfs::author::past_incoming_citation_count_365d,0.5945825862192975,1.9996641495392151
