dataset,task,variant,seed,n_train_used,n_val_used,n_features,accuracy,roc_auc,average_precision,log_loss,train_parquet,val_parquet
rel-ratebeer,user-place-liked_pairwise,dfs,44,10000,2000,10,0.499,0.5558075558075558,0.5315236347919892,1.0921931060089105,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-place-liked_pairwise/dfs/target_with_dfs_agg_train.parquet,/home/evelyn/fdhg-icl-paper/outputs/e2e/rel-ratebeer_user-place-liked_pairwise/dfs/target_with_dfs_agg_val.parquet
