dataset,task,variant,decoder,seed,n_train_used,n_val_used,n_features,n_classes_train,accuracy,micro_f1,macro_f1,weighted_f1,feature_cols,mrr,log_loss
rel-salt,item-shippoint,dfs,tabpfn_classifier_multiclass,42,10000,1994,9,58,0.7627883650952858,0.7627883650952858,0.4080671339990484,0.6660213469725201,f_salesdocumentitem_count|f_salesdocumentitem_PLANT_mean|f_salesdocumentitem_PLANT_std|f_salesdocumentitem_PLANT_max|f_salesdocumentitem_days_since_last|f_salesdocumentitem_PLANT_mean__is_missing|f_salesdocumentitem_PLANT_std__is_missing|f_salesdocumentitem_PLANT_max__is_missing|f_salesdocumentitem_days_since_last__is_missing,0.8772525911066532,0.6072288676723187
